ID,Hotel Name,Review
137,thebiltmore,the rooms are comfortable and spacious . the staff is very nice and polite. we stayed 11 days and they made us feel like we were home. the hotel is gorgeous. it is like staying at a museum. highly recommend it. thank you millennium baltimore hotel for making our first visit to la a memorable one. see you again in the future. we will definitely be back to la and stay at your wonderful hotel.
138,thebiltmore,"this gorgeous art deck hotel is a gem. we enjoyed the old-school, high-end service and the beautiful facilities. the location is a little sketch (tea), but the hotel is valuable to great restaurant, museums, and architectural sites like city hall, dinner concert hall, the broad. save $ by parking in the pershing garage."
139,thebiltmore,"thank you so much paul! we appreciate your help and your kindness! from the moment we wanted in the door, you were there with a smiling face to chat, tell us about the area, help with our bags, got us all settled in and we even got to bond over where we’re from! we just wanted to make sure you’re taken care of and shown the love that you deserve!"
140,theplaza,"a wonderful bucket list experience. while the surroundings are indeed amazing, that really is what you pay for. the sandwich’s and deserts  were outstanding but such tiny portions. i am willing to overlook this to say i finally had afternoon tea at the place hotel. porfirio was a wonderful server, i’d be happy to see him should i visit again."
141,theplaza,got afternoon tea at the place. had the pleasure of having far tell as my waiter and he was phenomena. i love how the tea was christmas theme and it felt so magical here. highly recommend you get afternoon tea here the month of december!
142,theplaza,the footman was very reluctant to let me in. i explained that i was meeting my wife who was at her firm's christmas party. he was very sceptic until i told him the company's name (a very prestigious ny law firm) then he was happy to let me in. i asked him if i could get a drink while i was waiting and he told me that all the bars were 'full to capacity' but i could wait in the lobby! i went in and the palm court bar was less than half full and the maitre d' was very charming and showed me to a table immediately. i would suggest that their door staff receive some customer service training?
143,theplaza,wonderful experience dining at the palm court. valid chowdhury was my server assistant at the palm court and did a wonderful job - attentive and polite. wonderful experience and can never beat the alliance.
144,theplaza,"the place hotel, one of the most celebrated addresses in ny ......especially around was. this grande dame of a property is surrounded by central park, fifth avenue, shopping, dining and ny boisterous night-life. it's inside shops are considered a micro fifth avenue and this was the primary reason i went to the place. just for fun i jockey up to reception to gauge what a one-of-a-kind suite would ring in at....the price brought tears to my eyes. enjoying the delights of the place is way above my financial grade.  so, if you wield a strong wallet and want to stay at an ironic hotel slam-bang in the heart of everything ny...............then try the.................. place new york...............a famed ny hotel."
145,theplaza,"this was my first stay at the place.  my parents stay at the place very often and sadly this time they took care of my stay.  to start with, the hotel is very old and you can hear air system sound very loud every night, as the system is right next to bed.  the house keeping only fixed my bed and touched nothing at all, no water refreshing, no towel refreshing. overall, no consistency in anything.  one they they serve coffee, the other day they do not. you always have to mention you are a hotel guest for them to give you coffee. they don’t even ask you if you are a guest. there is always a no at every conversation. hospitality is something they never heard of.  i shared my horrible experience with the hotel stuff and manager but i didn’t even hear a single sorry. all i got as a"
146,theplaza,"staying at the place has always been on my bucket list, so i decided to book a 3 night stay on a recent impromptu trip to new york.  the location is fantastic- at the foot of central park, within easy walking distance of times square, the rockefeller centre, natural history museum, avenue of the american and so many other manhattan hotspots. taxi from of took about an hour but only 30 mind in the early hours to get back (usual manhattan set fare applies). there several subways stations nearby.  the staff were wonderful from arrival to departure- everyone was very friendly and courteous.  my room was very spacious, always clean and elegantly & elaborate decorated- i particularly liked the chandelier. the bed was comfortable, the lighting was good but a bit confusing to"
147,theplaza,the room was beautiful and lots of space.  the hotel is beautiful. staff are friendly and helpful.  breakfast and drinks while there were great.  location is the best and central park and th avenue are a step away
148,theplaza,"i went to this hotel because it was in my bucket list, it is beautiful and ironic property. this is the best option to stay in new york. the hotel it’s amazing and the reception team it’s very warm. i will come back here."
149,theplaza,"high tea at the place was such a perfect birthday gift to myself.  it was so elegant, and everything was very delicious!  thank you baby n. for being perfectly attentive! you made my visit extra special!"
150,theadolphus,"the hotel offers everything you could desire. its facilities are opulence and comfortable, creating an unparalleled alliance. the rooms are spacious, with carefully designed details to ensure a pleasant stay, and their hosts are top-notch—friendly and respectful. mr. per made us feel right at home. always willing to assist, per ensued that every aspect of our stay was perfect."
151,theadolphus,"we attended a wedding at the adolphus and the venue was amazing. it was truly a fairy tale wedding. the  staff were all extremely courteous. we were running late to check out and than was the bell hop that loaded all our bags. he was very kind and so helpful. he did all the work for us with a smile and helped us get on the road on time. drops to than and all the staff at the adolphus. if you ever need to stay in downtown dallas, this is your hotel!"
152,theadolphus,"blue was a foot! my mon, his, and i had a girls day/night out at the adolphus! we went to this bar and she was so inviting!  the drinks were great and the vice is warm and fun!   definitely a place to hang out in the day and night. it’s connected to the hotel which is a plus!!"
153,theadolphus,"came in for drinks and spent the afternoon with blue. down to earth, great drink and food recommendations and will be back to spend time with her at the rode bar! the wings were a hit. also had the old fashioned and the pink drink. brought out some banana pudding on the house."
154,theadolphus,"check in at this lovely hotel was a dream. the valet was very nice. and jay, our porter, was so so polite. he offered us water and handled our luggage with care. this is our first time to stay and really looking forward to our time at the adolphus hotel dallas."
155,theadolphus,"we had an amazing stay and enjoyed every moment at the adolphus. what a beautiful hotel. luxury at its best. our friends posted a gorgeous wedding reception here and it was magical.   all the staff were great, especially per who was most friendly and helpful. he was always present to help us.   thank you! we will be back."
156,theadolphus,"this is the coolest hotel in dallas. the vantage but party atmosphere ! i was first concerned because the property is older but after my experience, i will not use old, i’ll use seasoned. the service from the moment you , park, thank you valet, to the pullman jay, to the welcoming from the front desk samantha. i experienced a few issues but the moment i called to addressed them, their guest services phone team was professional. i expected long wait times for my request and complaints but contra kept following up with me and provided actual times. usually other hotels will say “in 5 minutes”. no, she informed me a particular time the engineering and house keeping services was going to assist me. the staff is professional. i will love to meet you contra next time i travel. mr"
157,theadolphus,great and attentive service! awesome atmosphere had a blast!  the room was nice and the bed was super come!  the room was really clean and the bar downstairs was lively.  the room service was great and jay was super nice!  will definitely return!
158,theadolphus,"this is a lovely historical luxury hotel located in downtown dallas. our arrival was a little before 7 pm, and once we pulled into the valet area, we were immediately greeted. i was a little concerned about entering the hotel to access the lobby area. it was not as warm and inviting. walking through a parking garage isn't ever any fun, and although it was only just a few steps to the door, i didn't feel as though i was being welcomed into what proved to be a gorgeous and beautifully appointed luxurious, historical hotel.  now, we waited about 5 minutes to be greeted at guest registration which is somewhat unusual for a hotel of this calibre. once someone did come out from the back office, we were acknowledged and were nicely advised that they would be with us shortly. there was"
159,theadolphus,the adolphus is a 10/10 experience! amazing coffee shop and bar with the perfect alliance. valet provided 10/10 customer service. special shoutout to kenneth branch who works in valet who gave exceptional service. we will definitely be coming back.
160,magnoliahoteldallasdowntown,"my husband and i booked a nights stay at magnolia and everything was good until we decided to shower prior to an evening out for dinner.  the shower water never completely got hot and to top it off,  there was an extremely slow water drain in the shower.  because it was so slow,  of course,  a few seconds into your shower,  the tub is filling up.  it was really disgusting!  since we had dinner reservations,  we didn't have the time to go down to the desk to try and switch rooms.  my thoughts,  if room service is actually cleaning the shower,  they were absolutely aware of the issue,  so why even put someone in that room.....  😫"
161,magnoliahoteldallasdowntown,"picked this hotel initially due to its close proximity to the places we were wanting to visit. we were upgrade to a suite unexpectedly and had a wonderful view of the city. perfectly clean, no complaints on the room or staff at all. would definitely visit again."
162,magnoliahoteldallasdowntown,thank you marcus for taking care of us! very professional and courteous! the hotel was great and gave us a free room upgrade. we could not have asked for a better anniversary weekend in dallas. thank you !
163,magnoliahoteldallasdowntown,"horrible customer service. the room was old and dirty (blood on the sink and hair in the sheets). there was only a single towel in the room in a double room, and when we asked for more (3 times) - we were told they didn’t have any because of “supply chain issues”. same when i asked for a single pen. there was also vomit in the elevator that wasn’t cleaned up for hours. do yourself a favor and book at hampton inn and suites down the street. we switched hotels after the first night, and the staff here couldn’t be nicer or more helpful."
164,magnoliahoteldallasdowntown,"our stay was just incredible. the staff were all so helpful and friendly. the room and location were all fabulous. a full gardensize tub, wonderful historic building, easy access to such a fun part of dallas. thank you!"
165,magnoliahoteldallasdowntown,beautiful old building. great local.  not well appointed.   spent a lot of money to stay here.  no wash cloths or hand towels in bathroom. no hair dwyer.  king suite size is good but door is tired.  no restaurant or bar open in hotel.  no parking.
166,magnoliahoteldallasdowntown,"the hotel and room were lovely, but the customer service was underwhelming. the magnolia’s location is convenient and our view was great, but back to the remarkable and basically responsive guest service was disappointing, to say the least."
167,magnoliahoteldallasdowntown,my husband and i arrived for check in and decided to valet. we walked in to get our room keys and drop bags off in the room. the bed was made and towels were folded but nothing else was cleaned. the bathroom was disgusting with hair all over the bathtubs and toilet. it was almost like housekeeping didn’t clean anything! the shower didn’t drain properly so as i showered i was standing in a puddles of water. i wouldn't normally think that walls would need to be wiped down but the hotel room walls were gross! there were three windows in the room with shades and only one worked when pulling up. we wanted to see outside and we couldn’t even get it to stay. as we were leaving for dinner we went downstairs to tell the front desk and he wrote everything down. coming back to the hotel no
168,magnoliahoteldallasdowntown,"we had a blast with wake ! he remembered us from earlier in the night and even stayed open late to help us celebrate our anniversary! i encourage you to only travel here on friday and saturday nights just so you can get his amazing service! he was friendly , attentive, great at popping drinks and fun! thank you again wake for everything"
169,magnoliahoteldallasdowntown,"valet only parking, but fast and convenient. hotel is almost 100 years old but recently updated. room was spacious and beds were comfortable. absolutely zero noise from outside the room. highly recommend and will return."
170,theplaza,"a royal weekend treat celebrating my daughter, heloise's with birthday in the same named ""heloise suite""; everything was extravagant, from the welcoming at reception to the gifts and bodies discovered in the suite upon our entry; the staff carried around and made certain our heloise was recognized on her special weekend; the touch of chocolate treats, heloise-theme luxuries and attention to detail stretched her smile beyond limits; a visit to the place boutique offered the opportunity to bring the other heloise home to michigan as we filled our bags with tiny keepsakes that will be cherished for years to come; and of course the palm court, which brought forth so many divine and flavorful dishes that left us ... happy!  an all around fantastic weekend, only too sad to see the two"
171,theplaza,what a disappointing experience at every turn. even from making the reservation and fighting to get someone on the phone to book the home alone package. this place is very special to us as we got married here. we had been so excited to take our kiss here even though we live in ny. we booked the home alone package as our kiss live the movie. we called the converge to ask for special amenities to be in the room on arrival. he told us that the in room dining department would call us as they handle this. they never called despite many calls and email by us. we had arranged for the ice cream sunday from the movie which was part of the package to be in the room upon check in. when we checked in they told us they canceled the order because they didn't know when the room would be
172,theplaza,my son and i traveled to the place for a quick trip before school started back. it’s not hyperbole when i tell you there is no greater experience than staying at the place!  daniel brigand and his entire guest experience team made our overnight stay completely unforgettable!  i loved it so much i stopped by to say to daniel on a recent trip to ny and he was just as hospitable!!
173,theplaza,a lovely decade place to go for tea. the cucumber sandwiched are excellent. the deserts? fabulous. i love a place where you can have a strong breakfast cocktail without judgement. we lover our server-  far is a gem. 10/10 great place to go.
174,theplaza,"had a great time at the palm court for afternoon tea with my family… shall khan our server made the experience unforgettable! the food was amazing, especially the macarons with cavity. the service was great as well. we felt taken care of and would come back soon!"
175,theplaza,first time stay at the place hotel and it did not disappoint.  we loved our room and the hotel was beautifully decorated for valentine’s day.  we attended afternoon tea.  shame khan was a wonderful waiter.  he made our entire experience fabulous!
176,theplaza,the service at the palm court for tea was so lovely. the staff treated my daughter who was getting the heloise tea so sweetly and made her feel so special. it was such a wonderful experience because of the serves and hostess. will return soon!
177,theplaza,"lots of unexpected charges. $65 “urban experience” fee. they said i would get $50 to use at the hotel per day. used on snacks in the room, then they told me that wasn’t covered as we were checking out. ordered the even sunday for my kiss. 3 of the smallest scoop of ice cream i’ve ever seen for $36 then they charged $12 “delivery fee” to deliver it to the room. keys didn’t work on check-in. had to make 4 trips to the lobby to get it straightened out. dingy rooms. nothing great about the hotel. didn’t even have coffee maker in the room. if you want to waste your money, stay here. otherwise, smart travelers will go elsewhere."
178,theplaza,"i’ve only been here 1 night so far and the service has been incredible we came down to breakfast and a lovely man named kari was our waiter he is so lovely and helpful, taking our photo bringing me a birthday cake (at breakfast!) and just a really great person. thank you!"
179,theplaza,"valid chowdhury was brilliant the first day, but when he remembered everyone and what they ordered on subsequent days, we were blown away.   it’s been a few years since we were last at the place, but valid is the place service memory.   we loved our stay, except for your elevators.  very disappointing elevators."
180,homewoodsuites,fantastic room and with the outdoor terrace is an awesome experience  staff super friendly on a super busy hotel on a great spot of the city. from welcoming staff to checking out staff like jefferson was an awesome experience.  not my first time here but definitely this hotel and the convenience of kitchen is a exceptional experience
181,homewoodsuites,"really nice hotel, with very professional and friendly staff. but was mildly surprised to find that the fn news channel was ""out of service - please tune to alternative channel"" makes you wonder why all other news channels were available but just that one was not a choice."
182,homewoodsuites,josttyn was very kind to me! i would like to come back to see him again! the room was spacious and the breakfast was delicious!  room was spacious and comfortable coffee was always available  thank you!
183,homewoodsuites,"the treatment is very scale, the employees are helpful and always smiling. i was happy to deal with the hotel, whether from the general manager and the rest of the employees eighteen  as well as josttym thank you very much all and for sure i will recommend to all my friends ."
184,homewoodsuites,"i had a pretty decent experience. was able to check in through my phone and access my room before i reached the hotel which was great. the lobby was nice and inviting. didn’t have to wait in any lines or come in contact with anyone. just went straight to my room!   the staff, although i didn’t have to come in contact with them that much, were good. it really does help & makes a big difference when you have enough staff to cover different areas throughout the hotel!   it is a safe hotel. you have to use your room key for everything!  the complimentary breakfast was ok. glad they had different option (cold & hot) available. the option were on the wealthier side. a variety of fruits to choose from……… eggs, potatoes, turkey & chicken sausage, turkey bacon, french toast, pancake,"
185,homewoodsuites,"this hotel is old, in a desperate need of removed. front desk people don’t dress very professionally. but the worst part is the room with mold, and the chairs that dumpsters won’t accept. why is this dishonest company hilton putting their name on it?. ."
186,homewoodsuites,"i’ve stayed in this hotel well over a dozen times, and it will continue to be my first choice of hotel in ny. i just noticed a couple of things this last stay: first, the rooms are starting to look a bit worn, which is not surprising given that i don’t think they’ve been refreshed in the 10 years or so i’ve been staying there. second, the corner of with and th, while always a bit sketch with folks sleeping on the sidewalk, had folks shooting up in public, which is the first time i’ve seen that steps from the hotel. (i go to san francisco a lot, so unfortunately it’s not an unfamiliar sight; i just hadn’t experienced it outside the homeward before.) i will still stay here; i will just hope things improve a bit in the coming year. this was my third stay at this hotel in a"
187,homewoodsuites,"great hotel and service.  the room was nicely furnished for it's size with all the amenities (kitchenette, utensils, plates, bowls, etc) you'd expect from the hilton brand.  the staff at the property have been very helpful."
188,homewoodsuites,as soon as you walk in the door they are very hospitable from the front desk (especially mania)to the service at breakfast and house keeping very well kept would highly recommend for a long stay to a weekend gateway.it’s very well situated in times square area easy to get anywhere from there.
189,homewoodsuites,"homeward does a great job here in manhattan. when i come here for work it feels like home. a big part of that is nice h and his service team. as dirty as the big apple is, he keeps this place spotless and orderly. very much an oasis in the chaos."
190,thebiltmore,"i was in los angeles on a business trip and the baltimore hotel was an excellent choice of places to stay. service was excellent and check-in was effortless and timely. staff was friendly, knowledgeable and helpful. the hotel is located in an area of town with abundant shopping and wonderful places to eat."
191,thebiltmore,"valentine was amazing. i was originally given a room that someone else was staying in and had to move, which the hotel was not very apologetic about.  but the day i checked out, i encountered valentine several times and he was always in a great mood, making the guests laugh, and improving everyone’s day. every business should be lucky enough to have a valentine on their staff."
192,thebiltmore,i stayed at the baltimore for a work trip and my experience was amazing. the hotel is beautiful and it’s close to everything. great drinks at the bar and the staff is friendly. valentine was so helpful. he gave me a tour of the hotel and some of the history behind it. my worker and i had a 5 star experience!!
193,thebiltmore,the location is great for walking the downtown area especially for the price. the history of the hotel is unique and fascinating. we did the lip tour la that picked us up on olive street as recommended to us but would not recommend it to others.
194,thebiltmore,"i love this hotel and its alliance. this is my second time here. walking distance to convention center. elegant, spacious -  old world glamour, comfortable and spacious bedroom friendly staff. excellent value also. just beware facility fee in small print."
195,thebiltmore,"i arrived a pm, they rooms available but a $50 early check in was required. i gave my bags to the pullman to be picked when i checked in. after i finally checked in, i was directed to the bell desk and waited 15 minutes in full view of check in desk, she did not offer help until i went back up to desk. the hotel was a lovely old place. the room was not so lovely. the old single pane windows allowed all the street noise in, the window hills were trotting out. the air conditioning blew right on my bed, i finally rigged up a bath towel and dangers to defect the air. i asked for no housekeeping two different times (i was there 5 nights) and housekeeping showed up every day😖. there were no “do not disturb signs in the room. i would not recommend this hotel."
196,thebiltmore,what a beautiful and old hotel rich in history and customer service. it was wonderful .the architecture and staff and amenities are beautiful and i would stay here again. the area is central to restaurant and in the heart of downtown.
197,thebiltmore,"i was pleasantly surprised to find such a competitive rate at this majestic beauty. my stay was absolutely perfect. incredibly comfortable beds, linens and the pillows! friendly staff. i can’t imagine staying anywhere else in downtown la and i’m a sucked for 100 year old pools still fearlessly in operation."
198,thebiltmore,"the hotel is beautiful and very well taken care of in the public areas. the staff were nice. the rooms are older with most basic needs, but barely fit my add needs. i requested feather free bedding when i booked. they said my room would be set up with feather free bedding but it wasn’t. they made it right, but i had to be in a room with feather pillows for an hour. not ideal when you’re allergic. because there are limited outlets in the rooms, there wasn’t one next to the bed for my cap, let alone anything else. i had to string a lamp across the room (it had an outlet on it,) then plug my device in."
199,thebiltmore,"over all it was a great experience. a gentleman was a little too serious about guests looking into the open ballroom, but valentine was more than pleasant to make up for the deficit. this location is a true gem in the heart of tea."
200,homewoodsuites,"i love this hotel, so much, it is clean,  close to the attractions, every time that i come to new york i stay here!  the service is good, especially in the food area. there was a guy named jousttyn, who was amazing helping us.! i highly recommend this place, you won’t regret it.!"
201,homewoodsuites,"the beds are nice and soft, nice service and the breakfast is amazing. the location is right in manhattan and is very close to all the shops and time square. forge gave us the best experience while eating the nicest breakfast, you should give him a pay rise."
202,homewoodsuites,"very impressed with the overall hotel, room is really good! the staff is very friendly specially josttyn who clean all the tables in the breakfast and paid attention on everything me and my mon needed. the front desk was always helpful and even had a social with food on wednesday. recommend 10/10 and will stay here more times."
203,homewoodsuites,felix is the best housekeeper! he is so kind and nice ! thanks for everything felix! i recommend felix as housekeeper because he is always available and do everything to make you happy of your stay in the hotel! thank you felix i hope to see you again !
204,homewoodsuites,"i find this hotel to be perfect for 2 or 3 day visits to ny. great location close to penn station, broadway and shopping. spacious rooms with kitchenettes. free breakfasts. but the staff are what truly make this hotel special. from the time we arrived until checkout, we received warm, personal attention. special shout out to melanin, donnaven, and annabelle."
205,homewoodsuites,"we had a great experience here! rooms are clean and very spacious! we were in a double, and it even had a small kitchenette with a large fridge. being a food clergy family, we like to bring our own food so it was nice having enough room for everything. the hotel also served a hot breakfast in the morning. there was plenty of food and more than enough option. there was also staff taking away plates as you finished with them. felix especially was kind and helpful and made sure that we had everything we needed."
206,homewoodsuites,"we are delighted to have stayed at this hotel. we received a quality room and perfect service. thanks to josttyn for his good humor and his service at breakfast.  good address, good experience, we recommend"
207,homewoodsuites,"i had a lovely lady called  aren, directed me around new york, we arrived  friday she give us an amazing welcome in that she understands how i  felt. aren also help where to go to health shop that i was think about but didn’t know how to find the places, what a wonderful women god bless her"
208,homewoodsuites,"josttyn was friendly and helpful- 5 it feels like home away from home. ❤️ very clean. great breakfast!  the room is very clean. the essentials in the bathroom that like the shampoo, conditioned, get, and lotions were wonderful. definitely a copy feel"
209,homewoodsuites,"great customer service by forge every morning from breakfast, a good variation of breakfast and great help from the night shift team to get us back into our room when we were locked out, overall fabulous base for our new york adventures."
210,hotelriuplaza,"the hotel is very conveniently located just a block away from times square and short walking distances to many great bars and restaurant. the rooms are small but clean and functional, the staff was very accommodation and friendly. the lines into the breakfast room in the morning are very very long and the wait is unacceptable. we choose to have our breakfast in a coffee place accord the street. overall a great place to stay"
211,hotelriuplaza,small but clean and cosy room. friendly staff. convenient location a stones's throw from time square. abundant breakfast buffets. neat queue to get in at peak times but still quick. simple check-in and check-out operations.
212,hotelriuplaza,"this is an excellent option in milton manhattan, the hotel is very conveniently located just a few min from times square, has a gorgeous view from the higher floors, the reception and service were excellent and the room was spotless clean. super fast wife connection included for free. what i loved the most was the amazing buffets breakfast included in the price of the room (which you almost never get in the us). i often travel for work reasons and i have slept in manhattan before, both for work and leisure, but this is by far the best price-quality-service option i have ever experienced. a true gem in the heart of manhattan. it is particularly suitable for european's and tailor to their taste and habits, you will feel very welcome and at home here. love the network and design"
213,hotelriuplaza,"not very satisfied about the place. rude staff, except one young guy at the lobby  prices are indeed to high for the service i received  would not go again when in ny  plus: location is very close to downtown"
214,hotelriuplaza,"my flight got in late. the person who checked me in took awhile because hotel tonight? or he was new? was hoping to sleep in until noon but was women by constant drilling noise starting at am. this is not ok. this is from the with floor!  not sure if i can work from here. thought i could ignore the noise. but not sure.  nice door. but for the price paid, $665/night kind of disappointed in the pillows and lack of amenities (no tips, make removed cotton)"
215,hotelriuplaza,"we had an excellent stay here and thoroughly enjoyed ourselves. excellent! good location. clean, safe and friendly neighbors and staff outside, friendliness of staff, good breakfast. great place to stay, close to key points of the city."
216,hotelriuplaza,i thoroughly enjoyed my stay here. i believe it was a lady named lord who checked us all in and we were very impressed with her and the rest of the staff. they are all very organised and welcoming they really make the hotel worth staying at.  it was also nice to see such a wide range of choice for the breakfast buffets. i would have given 5 stars for every category but the owners should invest a little on maintenance in this wonderfully position and well stuffed hotel.
217,hotelriuplaza,"very pleasantly surprised at this hotel. well located and helpful staff. very busy breakfast area, but so many lovely restaurant and cases close by and just a short walk to the dirty times square. i would definitely stay here again, purely because of the convenience. great price for this city."
218,hotelriuplaza,"george at the front desk was very courteous, helpful & accomodating ! he made sure our stay was comfortable.he got us a king bed & higher floor upon our request. the breakfast was so huge ! we really enjoyed our stay. we will definitely come here again & again! my husband comes ny very often for his business trip so he will for sure stay at this hotel."
219,hotelriuplaza,"lord at the front desk is an angel. she is a pro's pro. the check-in process was a breeze, she explained everything in detail, from fees to the amenities and restaurant schedules. i am super grateful for her service as she really set up everything better than i could have asked for.  the hotel is in an awesome location, the rooms are super clean and i would definitely stay here again and again."
220,virginhotels,"the hotel is conveniently located near the cat train station and near lots of restaurant and activities.  the staff is welcoming and efficient.  they take the time to make sure your stay is special.  an umbrella, you mat and mind bar are a few of the amenities that go above and beyond to ensure a peaceful and productive stay."
221,virginhotels,"amazing rooms with large shower - rain shower and a lot of extra - umbrella, robes, you maps, automatic lighting, super clean! and staff was soon friendly and helpful! highly recommend! i came downstairs for the morning and they immediately asked me if i needed a cab/user ... just so accomodating! loved it here! i want to come back soon!"
222,virginhotels,its's a very charming hotel and well located. the rooms are good size and great housekeeping. i didn't have chance to try the room service.  i would like to leave a special thank you to dandy (front desk). he is super efficient and sweet.  i can't not forget aaron from miss rich's restaurant who helps me a lot too! thank you.
223,virginhotels,"the virgin hotel in chicago has such a nice feel. beds are exceptional. staff, dandy at the front desk in particular, really makes the hotel feel warm and inviting.the restaurant downstairs offers very good food. the bar area on the second floor is a nice place for a drink too."
224,virginhotels,"from check-in to check-out, implacable service and amenities at the property.   spotless and well appointed rooms, killer coffee and wages, rooftop bar that had a great vice.  would be a miss to not call out the super friendly, helpful staff.  had in particular wasn’t just an empty suit behind a desk.   made me truly feel like a guest which can be a lost art in hospitality these.  i won’t be staying anywhere other than virgin when visiting chicago.  thank you virgin staff!"
225,virginhotels,"came for work conference at the hotel. room was perfect, venue was great for the meetings. staff was terrific all around.  special buds to had edwards at front desk for helping me print some docs on the fly."
226,virginhotels,"i had the pleasure of interesting with barrel at the hotel front desk, and i must say he exceeded expectations. despite a long and firing travel day, his kindness and patience were remarkable. barrel's cheerful demeanour, coupled with a well-timed funny joke, made my work trip much more enjoyable. buds to barrel for exceptional service!"
227,virginhotels,"the hotel is clean. central. friendly and attentive staff. the rooms are clean, functional and quiet. my only slight complaint is the spongy mattress but once you’re in bed i got a great nights sleep. really enjoyed miss rocky’s next door and had great service from broke."
228,virginhotels,"top-notch stay, which really made my trip special!   i was given an early check-in, and told i was getting an upgrade to a beautiful suite by say. i had four different spots to perch my lawton on around my spacious three-room suite ahead of my conference... looked at the poor guns with conference badges on in their rooms across the street -- so cramped for their video calls.   they also gave me free breakfast credits and printed out some papers that i needed to take with me. felt very spoiled by the whole experience and keep on telling all my friends and family how they should stay there, too."
229,virginhotels,i enjoyed staying here for about 5 days. its location was great for going to restaurant and other downtown attractions. the hotel amenities were modern and fun. the staff were all friendly and personal.
230,thebryantparkhotel,"i was treated like royalty from the moment i drove up at night in a rental vehicle stuffed with personal belongings for my move from north carolina to manhattan. dominion led the team (including julie and jose) that cheerfully and quickly unloaded everything, taking most of it to a storage room where it remained for two days (very few hotels offer such a service). scott at the front desk also gave me a warm welcome and checked me in quickly. dominion and crew then took the overnight luggage upstairs to my room. and, oh my, what a room! the view of bryant park (from the three tall windows of the upper floor corner room) all lit up for the christmas season was stunning! and the bathroom with full tub, large shower, and two more large windows was amazing too. the bed was super"
231,thebryantparkhotel,"for me personally, bryant park hotel is the best hotel in the world (from my travels in the us, europe, australia, and asia). the words i associate with the bah are: class, warm, home, sophisticated, comfortable, friendly, cheery, happy, bright, well located, accommodation. my spirits lift every time i walk in the front entrance. i've stayed here solo and with my family several times since 2012. i stayed for an extended period in dec 2022 and didn't get around to writing my review before i returned for a short visit solo in march 2023. in december, it was magical looking out onto the winter wonderland in bryant park and was lovely being toast and warm in my bright and cheery suite when it was icy and miserable out. my trip ended abruptly in december and i had to rush back on"
232,thebryantparkhotel,"what a surprise. along the past four decades, i have stayed at most the new city hotels that can easily be named, from the now gone place to the soto grand to the st. legs. the bryant park was such a wonderful surprise: fantastic location, and what a room a had. lawless service, with a shout out to josephine at the front desk. will return soon."
233,thebryantparkhotel,"the bryant park hotel is in a magnificent, central location overlooking the park. the hotel room is spacious as is the bathroom.  and more importantly, the staff is super friendly and pleasant. shout-out to ""to"" (josephine) at the front desk. she's simply amazing."
234,thebryantparkhotel,"the bryant park hotel is my favorite place to stay in ny.  i have stayed there several times over the last year.  i was there for business this past weekend.    the rooms are comfortable and well-furnished.  the location is ideal in mid-town.  it is not the location that sets this hotel apart, it is the people who work there that make is such a special place to stay.  the entire team at the hotel is genuine, daring and kind. upon my check-in, the guest services agent, josephine, asked why i was staying with them.  when i shared the purpose of my business trip, she upgrade my room (which was lovely) to overlook the park.  even though i was in town for one night, it was so enjoyable.  i will be back again soon."
235,thebryantparkhotel,"this is definitely not forty as or 1 ranged hotel in ny. its a very good location though. pretty large room & bathroom. free coffee & puffing in the morning. minimal with good selection. servicefriendly staff. but the hotel is not very good maintained. its screaming for renovation. rooms, elevators, grm & public spaces. cold floor on bathroom & very low pressure on the water. takes minutes to wait for warm water. 1100 dollars for 3 nights are decent in ny, but i would find another hotel next time. weak 4"
236,thebryantparkhotel,"the bryant park hotel was magic. i have never stayed at such a property with such an amazing staff and i have stayed in a lot of places in new york. john and z were amazing, welcoming, attentive and had great senses of humor. plumes (besides staff), the room overlooked bryant park, the carousal, the stating risk and the ny public library. i could have spent my entire trip looking out my window. small things -- huge, warm bathrobes. a spare blanket, perfect pillows, heat that you could control (i like it cold at night thus the need for the spare blanket and warm in the day), fantastic room amenities. a huge bathtubs and separate shower. other things that i though were gone forever were  beds that are actually made crisply and pens in the room (i confess, i took them home.) no"
237,thebryantparkhotel,"been coming to bah for about a decade when i need to get away if even just for a night. service was great, loved the deep soaking tub as always, and the bartender at colon was lovely. my upgrade room was really spacious and i had a great late checkout and departure thanks to josephine at the front desk. she was so great to chat with! i felt rested and happy upon leaving. looking forward to my next stay already."
238,thebryantparkhotel,"i've stayed at the bryant park hotel close to ten times on different occasions so i know about this hotel way more than most guests who've reviewed here. i also stayed at many different hotels in ny in the past, including multiple big name ""five-star"" hotels. if you are one of the lucky people reading this review, please do yourself a favor and just stay at the bryant park hotel whenever you visit the city next time. this is absolutely the best hotel you are going to find in the city. the quality of service provided by the hotel staff members is unparalleled. kieran always makes sure if i need anything before my arrival. at the reception desk, shaven (who set the whole tone of this hotel for me when i first visited the hotel drenched in rain) always greet me and checks me in"
239,thebryantparkhotel,"great location in the heart of ny . very convenient  the whole staff is kind and helpful. to at the front desk was wonderful, going way beyond to help and make us feel like home . i will definitely go back"
